ano;id_municipio;vab_agropecuaria;vab_industria;vab_servicos;vab_adm_publica;vab_total;pib;pib_per_capita;atividade_1;atividade_2;atividade_3
2022;2102077;;;;;;128771.002;10544.63;;;
2022;2102101;;;;;;386372.93;11323.94;;;
2022;2102150;;;;;;82005.432;8896.23;;;
2022;2102200;;;;;;317302.097;10688.97;;;
2022;2102309;;;;;;302954.131;13491.61;;;
2022;2102325;;;;;;995133.988;17928.08;;;
2022;2102358;;;;;;139628.565;10808.84;;;
2022;2102374;;;;;;75802.015;7788.95;;;
2022;2102408;;;;;;73804.989;7292.26;;;
2022;2102507;;;;;;134712.227;8208.15;;;
2022;2102556;;;;;;279970.005;22759.94;;;
2022;2102606;;;;;;177499.432;8905.25;;;
2022;2102705;;;;;;189289.41;7788.73;;;
2022;2102754;;;;;;310504.286;27299.48;;;
2022;2102804;;;;;;652287.83;27108.63;;;
2022;2102903;;;;;;235574.477;9719.22;;;
2022;2103000;;;;;;2440068.243;15544.81;;;
2022;2103109;;;;;;84024.317;8231.22;;;
2022;2103125;;;;;;68881.824;9709.87;;;
2022;2103158;;;;;;126887.251;10280.93;;;
2022;2103174;;;;;;213797.585;13143.02;;;
2022;2103208;;;;;;1042455.769;12808.78;;;
2022;2103257;;;;;;232142.517;18026.29;;;
2022;2103307;;;;;;1633740.738;14297.32;;;
2022;2103406;;;;;;531448.979;12757.43;;;
2022;2103505;;;;;;687286.808;17051.72;;;
2022;2103554;;;;;;164032.619;10997.83;;;
2022;2103604;;;;;;595188.038;9992.08;;;
2022;2103703;;;;;;302878.512;9597.52;;;
2022;2103752;;;;;;218594.844;15175.98;;;
2022;2103802;;;;;;296095.889;12844.14;;;
2022;2103901;;;;;;109869.612;10747.3;;;
2022;2104008;;;;;;185078.505;10107.5;;;
2022;2104057;;;;;;1105184.607;33194.71;;;
2022;2104073;;;;;;133185.398;16548.88;;;
2022;2104081;;;;;;141250.075;12990.9;;;
2022;2104099;;;;;;222175.707;12538.84;;;
2022;2104107;;;;;;423550.438;33508.74;;;
2022;2104206;;;;;;206608.383;12170.62;;;
2022;2104305;;;;;;977589.599;95973.85;;;
2022;2104404;;;;;;171046.011;9941.07;;;
2022;2104503;;;;;;97467.507;9529.48;;;
2022;2104552;;;;;;382611.205;20781.66;;;
2022;2104602;;;;;;171337.009;12299.86;;;
2022;2104628;;;;;;99981.237;14155.63;;;
2022;2104651;;;;;;103325.777;9644.9;;;
2022;2104677;;;;;;300655.974;12999.65;;;
2022;2104701;;;;;;57513.175;9548.92;;;
2022;2104800;;;;;;1267468.614;17157.63;;;
2022;2104909;;;;;;100951.896;9810.68;;;
